"Violation County","House Number","Street Name","Violation Post Code","Violation Precinct","count"
"NY","35","W 54th St","24","18.0","1"
"NY","W","Fort Washington Ave","02","33.0","1"
"NY","35","5th Ave","24","6.0","1"
"K","713","Metropolitan Ave","W","94.0","1"
"BX","1971","Webster Ave","44","48.0","1"
"NY","53","E 67th St","23","19.0","1"
"NY","N","W 94th St","21","24.0","1"
"K","455","87th St","01","68.0","1"
"Q","33-40","99th St","12-A","115.0","1"
"BX","2745","Reservoir Ave","64","52.0","1"
"K","1373","Coney Island Ave","02","70.0","1"
"K","659","Ocean Ave","01","70.0","1"
"Q","90-22","Roosevelt Ave","23-P","115.0","1"
"NY","26","E 64th St","66","19.0","1"
"NY","136","W 22nd St","15","10.0","1"
"K","25","Pierrepont St","Q","84.0","1"
"Q","35-59","81st St","18","115.0","1"
"K","539","Park Ave","03","79.0","1"
"NY","17","E 47th St","15","18.0","1"
"NY","S","E 41st St","15","17.0","1"
"NY","49","W 27th St","23","13.0","1"
"K","101","Diamond St","03","90.0","1"
"NY","132","E 61st St","20","19.0","1"
"NY","780","3rd Ave","19","17.0","1"
"K","550","Prospect Pl","03","84.0","1"
"K","1754","66th St","40","66.0","1"
"K","304","Brighton Beach Ave","41","60.0","1"
"NY","S","W 50th St","17","17.0","1"
"Q","32-16","36th St","03","114.0","1"
"Q","267","Beach 14th St","T","101.0","1"
"NY","77","Water St","034","1.0","1"
"Q","30-28","32nd St","H","114.0","1"
"NY","84","Essex St","E","7.0","1"
"NY","33","Essex St","E","7.0","1"
"K","8620","20th Ave","06","62.0","1"
"Q","N","35th Ave","N","110.0","1"
"NY","316","E 80th St","37","19.0","1"
"NY","355","Greenwich St","040","1.0","1"
"K","168","Bay Ridge Pky","21","68.0","1"
"NY","484","Amsterdam Ave","44","20.0","1"
"NY","152","E 62nd St","61","19.0","1"
"NY","101","Front St","73","1.0","1"
"NY","452","Hudson St","72","6.0","1"
"NY","E","Leroy St","72","6.0","1"
"BX","N","Burke Ave","N","47.0","1"
"NY","S","W 46th St","25","17.0","1"
"Q","34-40","11st St","I","114.0","1"
"NY","42","W 48th St","11","18.0","1"
"BX","2101","Cedar Ave","N","46.0","1"
"K","485","Surf Ave","A","60.0","1"
"K","E","Coney Island Ave","04","61.0","1"
"K","382","Myrtle Ave","11","88.0","1"
"K","870","Dekalb Ave","SPCL","81.0","1"
"NY","61","W 126th St","21","28.0","1"
"Q","16-45","Summerfield St","25","104.0","1"
"Q","90-21","138th St","12","103.0","1"
"NY","485","10th Ave","99","18.0","1"
"Q","125-16","Queens Blvd","04","102.0","1"
"BX","2181","Starling Ave","06","43.0","1"
"K","30","Bergen St","01","84.0","1"
"NY","27","W 44th St","18","14.0","1"
"K","959","Bedford Ave","C","79.0","1"
"Q","3910","Union St","01-P","109.0","1"
"Q","28-05","Steinway St","28-A","114.0","1"
"BX","108","W 228th St","05","50.0","1"
"BX","915","E 222nd St","47","47.0","1"
"K","628","Lafayette Ave","C","79.0","1"
"K","178","Nevins St","59","78.0","1"
"NY","41","E 41st St","14","14.0","1"
"Q","170-12","Highland Ave","18","107.0","1"
"Q","148-09","88th Ave","18","103.0","1"
"K","8611","19th Ave","06","62.0","1"
"Q","116-18","Merrick Blvd","R","113.0","1"
"NY","17","Bleecker St","K","9.0","1"
"NY","4","Rivington St","L","5.0","1"
"BX","2402","Arthur Ave","57","48.0","1"
"Q","105-66","Van Wyck Expy","T","106.0","1"
"NY","11","E 52nd St","27","18.0","1"
"K","737","66th St","45","68.0","1"
"K","243","6th Ave","60","78.0","1"
"BX","2592","3rd Ave","59","40.0","1"
"NY","167","E 87th St","12","19.0","1"
"K","1255","St Marks Ave","K","77.0","1"
"Q","33-18","61st St","51-A","108.0","1"
"BX","1352","Fulton Ave","42","42.0","1"
"Q","101-57","104th St","37","102.0","1"
"Q","144-37","156th St","Q","105.0","1"
"NY","918","8th Ave","99","18.0","1"
"NY","672","8th Ave","27","14.0","1"
"Q","39-07","Prince St","04-P","109.0","1"
"K","706","Atlantic Ave","J","79.0","1"
"K","E","Hinsdale St","W","75.0","1"
"Q","107-61","Merrick Blvd","R","103.0","1"
"K","1108","Quentin Rd","03","61.0","1"
"NY","151","W 85th St","45","20.0","1"
"BX","2437","Valentine Ave","01","46.0","1"
"NY","2217","Frederick Douglass B","14","23.0","1"
"NY","129","E 117th St","58","25.0","1"
"Q","35-66","73rd St","22","115.0","1"
"NY","1748","1st Ave","65","19.0","1"
"R","13","Monroe Ave","01-A","120.0","1"
"BX","1577","Westchester Ave","15","41.0","1"
"Q","32-58","84th St","45-A","115.0","1"
"Q","63-56","Austin St","02","112.0","1"
"NY","109","W 45th St","36","18.0","1"
"BX","","Willett Ave","18","47.0","1"
"BX","3728","Paulding Ave","11","47.0","1"
"BX","2376","Walton Ave","02","46.0","1"
"BX","2314","Morris Ave","A","46.0","1"
"Q","139-39","88th Ave","17","103.0","1"
"Q","87-08","90th St","32","102.0","1"
"BX","685","E 182nd St","48","48.0","1"
"NY","32","E 37th St","04","17.0","1"
"NY","1474","St Nicholas Ave","67","34.0","1"
"K","467","52nd St","C1","72.0","1"
"NY","176","Ludlow St","11","7.0","1"
"Q","22-29","35th St","52-A","114.0","1"
"Q","46-16","Burling St","Y","109.0","1"
"NY","345","E 86th St","30","19.0","1"
"Q","80-97","Jamaica Ave","32","102.0","1"
"NY","1931","Madison Ave","36","25.0","1"
"NY","159","W 71st St","01","20.0","1"
"K","570","Ocean Ave","CC1","70.0","1"
"NY","473","Central Park West","18","24.0","1"
"NY","1292","1st Ave","25","19.0","1"
"K","1073","40th St","S","66.0","1"
"Q","59-12","Woodside Ave","N-AM","110.0","1"
"Q","N","Northern Blvd","J-PM","115.0","1"
"Q","84-04","Queens Blvd","M-PM","110.0","1"
"NY","11","Hanover St","031","1.0","1"
"Q","87-78","169th St","16","107.0","1"
"K","162","Ainslie St","17","90.0","1"
"Q","11-05","30th Rd","D-AM","114.0","1"
"Q","24-29","19th St","D-AM","114.0","1"
"Q","8866","90th Ave","J","102.0","1"
"NY","111","E 18th St","17","13.0","1"
"NY","212","E 26th St","23","13.0","1"
"BX","1564","St Peters Ave","07","45.0","1"
"K","8411","3rd Ave","E","68.0","1"
"K","220","6th Ave","56","78.0","1"
"K","1914","Kings Hwy","08","61.0","1"
"NY","333","E 80th St","H","19.0","1"
"NY","437","Park Ave South","18","14.0","1"
"Q","S","37th Ave","26-A","114.0","1"
"K","1203","Dorchester Rd","41","70.0","1"
"K","916","Cortelyou Rd","R","70.0","1"
"NY","2274","Broadway","29","20.0","1"
"K","1543","W 8th St","N","62.0","1"
"K","5425","Kings Hwy","R","67.0","1"
"K","319","Ashland Pl","19","88.0","1"
"K","175","Remsen Ave","R","67.0","1"
"NY","N","E 37th St","28","14.0","1"
"NY","389","6th Ave","36","6.0","1"
"Q","20-62","35th St","G-AM","114.0","1"
"BX","3807","Bronxwood Ave","A","47.0","1"
"BX","3355","Fort Independence St","02","50.0","1"
"BX","W","De Reimer Ave","C","47.0","1"
"NY","42","Broadway","026","1.0","1"
"Q","S","41st Ave","G-PM","114.0","1"
"NY","1768","2nd Ave","B","19.0","1"
"BX","W","Muliner Ave","01","49.0","1"
"NY","1166","6th Ave","19","18.0","1"
"NY","28","Bond St","035","9.0","1"
"BX","N","Echo Pl","14","46.0","1"
"Q","147-45","Cherry Ave","04-A","109.0","1"
"K","4224","E 2nd St","40","70.0","1"
"K","403","Cumberland St","SPCL","84.0","1"
"K","1312","Kings Hwy","33","61.0","1"
"K","1801","E 2nd St","03","62.0","1"
"K","1090","Fulton St","10","88.0","1"
"NY","89","Greene St","N","6.0","1"
"NY","1200","1st Ave","A","19.0","1"
"Q","32-50","96th St","M","115.0","1"
"Q","37-40","104th St","M","115.0","1"
"K","N","Parkside Ave","J","72.0","1"
"NY","304","W 38th St","28","14.0","1"
"K","198","Ellery St","16","90.0","1"
"Q","25-09","24th Ave","S","114.0","1"
"NY","76","Pinehurst Ave","N","34.0","1"
"NY","132","Crosby St","012","5.0","1"
"K","185","Vernon Ave","17","79.0","1"
"NY","36","E 8th St","57","6.0","1"
"Q","159-14","Normal Rd","O","107.0","1"
"Q","41-45","College Point Blvd","09-P","109.0","1"
"K","241","Skillman St","O","79.0","1"
"K","1150","Dean St","O","77.0","1"
"BX","1370","Merriam Ave","40","44.0","1"
"NY","354","6th Ave","029","6.0","1"
"K","E","E 13th St","05","66.0","1"
"NY","281","W 119th St","I","28.0","1"
"NY","159","W 74th St","I","20.0","1"
"NY","1468","St Nicholas Ave","O","34.0","1"
"Q","43-01","22nd St","E","108.0","1"
"Q","W","62nd St","N","108.0","1"
"K","1510","E 19th St","N","70.0","1"
"K","282","S 2nd St","O","90.0","1"
"K","173","Clinton St","C","84.0","1"
"Q","109-40","143rd St","R","113.0","1"
"Q","213-49","39th Ave","43-A","111.0","1"
"K","S","Campus Rd","CC1","73.0","1"
"Q","21-58","28th St","B","114.0","1"
"K","2162","E 7th St","N","61.0","1"
"Q","91-53","87th St","J","102.0","1"
"K","792","McDonald Ave","S","66.0","1"
"NY","W","Pearl St","50","1.0","1"
"NY","1937","3rd Ave","01","23.0","1"
"K","980","E 14th St","34","70.0","1"
"K","239","Jefferson Ave","B","79.0","1"
"K","1358","56th St","S","66.0","1"
"K","134","Vernon Ave","10","79.0","1"
"NY","700","Columbus Ave","54","24.0","1"
"K","290","Exeter St","41","60.0","1"
"NY","S","W 169th St","01","34.0","1"
"NY","1616","3rd Ave","30","19.0","1"
"K","479","56th St","06","72.0","1"
"Q","23-08","23rd Ave","W","114.0","1"
"K","6324","5th Ave","J","72.0","1"
"NY","1180","2nd Ave","32","19.0","1"
"K","5719","Avenue J","A","63.0","1"
"K","807","48th St","43","72.0","1"
"NY","N","Thayer St","01","34.0","1"
"K","307","Troy Ave","C","71.0","1"
"NY","2070","Broadway","49","20.0","1"
"NY","433","Amsterdam Ave","48","20.0","1"
"BX","949","Faile St","03","41.0","1"
"Q","65-07","68th Ave","A","104.0","1"
"K","1616","W 4th St","N","61.0","1"
"Q","31-10","47th St","30","114.0","1"
"NY","415","Central Park West","12","24.0","1"
"K","1602","Union St","35","71.0","1"
"NY","10","Hanover Sq","036","1.0","1"
"NY","724","Columbus Ave","47","24.0","1"
"K","85","Lefferts Pl","09","88.0","1"
"NY","E","Mercer St","01","1.0","1"
"NY","296","Murray St","022","9.0","1"
"BX","N","E 212th St","W","52.0","1"
"NY","121","E 79th St","31","19.0","1"
"K","1334","Ocean Pky","56","70.0","1"
"NY","S","E 120th St","C","25.0","1"
"K","1214","Clark St","T","84.0","1"
"NY","452","9th Ave","99","10.0","1"
"NY","1752","1st Ave","56","19.0","1"
"NY","1309","St Nicholas Ave","05","34.0","1"
"K","383","Hewes St","Q","90.0","1"
"NY","414","W Broadway","045","1.0","1"
"NY","S","Cherry St","B","7.0","1"
"K","199","Falmouth St","CC1","61.0","1"
"NY","1487","2nd Ave","A","23.0","1"
"NY","134","W 50th St","09","18.0","1"
"K","188","Humboldt St","A","94.0","1"
"BX","1845","Grand Concourse","53","46.0","1"
"K","242","Henry St","SPCL","84.0","1"
"K","193","Powers St","Q","90.0","1"
"K","30","Alabama Ave","C","75.0","1"
"NY","98","Orchard St","43","7.0","1"
"K","1479","Prospect Pl","A","73.0","1"
"K","1089","E 72nd St","T","63.0","1"
"K","817","Park Pl","Q","77.0","1"
"K","103-15","Farragut Rd","U","69.0","1"
"Q","33-88","35th Ave","C","109.0","1"
"Q","N","47th Rd","V","108.0","1"
"NY","109","Ludlow St","063","7.0","1"
"Q","160-22","Willets Point Blvd","A","109.0","1"
"BX","N","E 221st St","C","47.0","1"
"NY","55","Lenox Ave","47","28.0","1"
"K","1851","50th St","S","66.0","1"
"Q","34-45","48th St","E","114.0","1"
"Q","34-58","74th St","F","115.0","1"
"Q","74-05","Northern Blvd","K","115.0","1"
"K","129","Avenue S","CC2","62.0","1"
"Q","E","24th St","V","114.0","1"
"Q","38-05","20th Ave","H","114.0","1"
"BX","535","Union Ave","M","42.0","1"
"BX","1430","Unionport Rd","01","43.0","1"
"BX","1575","Blondell Ave","08","49.0","1"
"Q","94-20","125th St","F","102.0","1"
"Q","128-11","Foch Blvd","F","106.0","1"
"K","54","10th St","C1","76.0","1"
"BX","N","E 158th St","A","40.0","1"
"BX","2334","Webster Ave","46","48.0","1"
"BX","1377","Grand Concourse","44","44.0","1"
"NY","718","Madison Ave","07","19.0","1"
"NY","79","Sullivan St","B","1.0","1"
"K","638","Fulton St","S","88.0","1"
"BX","1816","Cedar Ave","52","46.0","1"
"NY","272","E 3rd St","B","9.0","1"
"K","1508","Park Pl","SPCL","77.0","1"
"Q","34-02","31st Ave","26","114.0","1"
"BX","N","E 179th St","A","46.0","1"
"K","433","72nd St","E","68.0","1"
"BX","N","E 158th St","48","44.0","1"
"NY","226","W 14th St","C","10.0","1"
"NY","284","Lenox Ave","18","25.0","1"
"NY","38","W 26th St","27","13.0","1"
"NY","S","Stanton St","A","7.0","1"
"BX","3914","White Plains Rd","19","47.0","1"
"NY","206","W 17th St","12","10.0","1"
"NY","50","W 15th St","12","10.0","1"
"NY","228","E 36th St","18","17.0","1"
"NY","78","Clinton St","A","7.0","1"
"Q","45-43","47th St","23","108.0","1"
"K","1086","Bergen Ave","T","63.0","1"
"K","162","CLEVELAND","","75.0","1"
"K","541","CLARKSON AV","","71.0","1"
"Q","187","BEACH 91 ST","","100.0","1"
"Q","120-09","ROCKAWAY BEACH BOULE","","100.0","1"
"Q","143","BEACH 97 ST","","100.0","1"
"K","2022","RALPH AVE","","63.0","1"
"K","1378","E 96 ST","","69.0","1"
"R","74","FINGERBOARD RD","","120.0","1"
"NY","283","AVE","","13.0","1"
"BX","","S/S/O MANOR AVE","","44.0","1"
"NY","1376","OGDEN AVE","","44.0","1"
"Q","43-22","QUEENS ST","","108.0","1"
"NY","1220","5 AVE","","23.0","1"
"K","5318","CHURCH AVE","","67.0","1"
"K","1085","RUTLAND RD","","67.0","1"
"K","537","ELDERT LN","","75.0","1"
"K","218","PARKSIDE","","70.0","1"
"K","245","7TH STREET","","78.0","1"
"Q","24-04","33RD STREET","","114.0","1"
"Q","51-75","GORSLINE ST","","110.0","1"
"Q","128","AUDLEY ST","","102.0","1"
"K","1078","E 56 STREET","","63.0","1"
"K","5425","FLATLANDS AVE","","63.0","1"
"Q","1877","MENAHAN ST","","104.0","1"
"Q","9415","52nd Ave","C","110.0","1"
"Q","60-37","Myrtle Ave","29","104.0","1"
"K","271A","Cadman Plaza East","11","84.0","1"
"NY","147","W 86th St","16","24.0","1"
"BX","2200","Grand Concourse","01","46.0","1"
"K","923","Kings Hwy","04","62.0","1"
"K","1432","E 17th St","03","70.0","1"
"K","687","E 96th St","28","67.0","1"
"BX","288","E Kingsbridge Rd","18","52.0","1"
"NY","1670","York Ave","09","19.0","1"
"NY","W","Freedom Pl","02","20.0","1"
"NY","307","W 29th St","01","14.0","1"
"BX","289","E 188th St","70","48.0","1"
"NY","964","Columbus Ave","40","24.0","1"
"NY","217","E 86th St","18","19.0","1"
"NY","58","W 15th St","01","10.0","1"
"NY","349","W 44th St","01B","18.0","1"
"Q","160-10","Hillside Ave","01","103.0","1"
"NY","14","E 33rd St","10","13.0","1"
"NY","22","E 35th St","01","14.0","1"
"NY","935","8th Ave","CC1","18.0","1"
"Q","31-65","Steinway St","27","114.0","1"
"NY","38","E 22nd St","01B","13.0","1"
"Q","31-15","79th St","14","115.0","1"
"NY","N","Bleecker St","66","6.0","1"
"Q","40-48","Junction Blvd","16-P","115.0","1"
"NY","N","W 189th St","14","34.0","1"
"Q","E","81st St","15-P","115.0","1"
"Q","39-16","Prince St","08-A","109.0","1"
"BX","5229","Broadway","54","50.0","1"
"BX","1500","Grand Concourse","61","44.0","1"
"R","176","Laguardia Ave","05-P","122.0","1"
"NY","53","W 89th St","40","24.0","1"
"Q","72-09","Northern Blvd","O","115.0","1"
"Q","42-04","108th St","Q","110.0","1"
"Q","78-15","Northern Blvd","P","115.0","1"
"Q","S","Queens Blvd","34","112.0","1"
"BX","225","W 230th St","20","50.0","1"
"BX","N","Tiebout Ave","07","46.0","1"
"Q","N","35th Ave","11","115.0","1"
"R","89","Gower St","04-P","120.0","1"
"NY","42","E 51st St","19","14.0","1"
"NY","24","W 88th St","20","24.0","1"
"K","225","Duffield St","01","84.0","1"
"BX","16","E Kingsbridge Rd","28","52.0","1"
"BX","2066","Morris Ave","42","46.0","1"
"NY","N","W 36th St","05","14.0","1"
"NY","163","E 82nd St","02","19.0","1"
"NY","8","E 48th St","28","18.0","1"
"NY","383","2nd Ave","06","13.0","1"
"BX","1434","Jerome Ave","61","44.0","1"
"BX","849","St Anns Ave","01","40.0","1"
"NY","300","W 56th St","99","18.0","1"
"BX","3123","Bainbridge Ave","32","52.0","1"
"K","1735","W 8th St","04","62.0","1"
"NY","213","E 5th St","049","9.0","1"
"Q","N","Horace Harding Expy","05","109.0","1"
"NY","580","Amsterdam Ave","51","24.0","1"
"NY","238","E 116th St","12","23.0","1"
"NY","590","Amsterdam Ave","23","20.0","1"
"NY","158","Grand St","064","5.0","1"
"BX","2543","Decatur Ave","27","46.0","1"
"NY","926","5th Ave","36","19.0","1"
"NY","S","E 60th St","55","19.0","1"
"NY","2240","2nd Ave","54","25.0","1"
"BX","940","Grand Concourse","04","44.0","1"
"BX","1250","White Plains Rd","G","43.0","1"
"BX","459","E Tremont Ave","43","48.0","1"
"Q","24-70","46th St","02","114.0","1"
"BX","S","Westchester Ave","10","43.0","1"
"BX","2410","Hughes Ave","34","48.0","1"
"BX","56E","E Kingsbridge Rd","43","52.0","1"
"NY","9","E 45th St","11","14.0","1"
"Q","E","Otis Ave","01","110.0","1"
"K","436","Lafayette Ave","11","79.0","1"
"K","1111","Avenue K","05","66.0","1"
"NY","1330","1st Ave","CCC","19.0","1"
"Q","E","Beach 101st St","07","100.0","1"
"BX","3834","Bailey Ave","04","50.0","1"
"NY","86","Fort Washington Ave","62","33.0","1"
"K","1715","E 13th St","02","61.0","1"
"Q","92-18","Guy R Brewer Blvd","F","103.0","1"
"BX","2003","Jerome Ave","14","46.0","1"
"NY","1118","Madison Ave","09","19.0","1"
"NY","15","W 63rd St","22","20.0","1"
"Q","36-24","13th St","G","114.0","1"
"Q","25-55","Parsons Blvd","02","109.0","1"
"K","182","W 9th St","01","76.0","1"
"BX","133","E 183rd St","29","46.0","1"
"NY","227","Columbus Ave","S","20.0","1"
"NY","348","E 9th St","H","6.0","1"
"NY","305","W 126th St","43","28.0","1"
"Q","43-15","46th St","W","108.0","1"
"NY","S","W 24th St","14","10.0","1"
"NY","161","Madison Ave","24","13.0","1"
"Q","32-05","21st Ave","31-A","114.0","1"
"NY","S","W 46th St","32","18.0","1"
"NY","1236","Lexington Ave","40","19.0","1"
"BX","3349","Steuben Ave","55","50.0","1"
"NY","N","E 71st St","39","19.0","1"
"Q","40-13","30th Ave","52-A","114.0","1"
"Q","37-21","Broadway","20","114.0","1"
"BX","920","Allerton Ave","16","49.0","1"
"K","1019","Avenue H","09","70.0","1"
"BX","364","E 188th St","46","46.0","1"
"K","2909","Fulton St","X","75.0","1"
"NY","780","Lexington Ave","03","19.0","1"
"NY","111","E 58th St","60","19.0","1"
"NY","W","Park Ave","60","19.0","1"
"K","1672","Pitkin Ave","Pitk","73.0","1"
"K","140","Pulaski St","11","81.0","1"
"NY","409","E 84th St","62","19.0","1"
"NY","14","Murray St","053","1.0","1"
"K","6903","6th Ave","21","68.0","1"
"K","1802","Bay Ridge Ave","40","66.0","1"
"NY","305","7th Ave","17","10.0","1"
"Q","136-17","38th Ave","43-A","109.0","1"
"R","1841","Hylan Blvd","C-PM","122.0","1"
"NY","S","W 49th St","33","18.0","1"
"NY","2384","Broadway","40","24.0","1"
"K","2367","86th St","33","62.0","1"
"BX","2571","Bainbridge Ave","46","48.0","1"
"NY","729","7th Ave","19","18.0","1"
"NY","171","Columbus Ave","CC2","20.0","1"
"Q","40-19","22nd St","S","108.0","1"
"NY","711","Columbus Ave","17","24.0","1"
"K","E","84th St","21","68.0","1"
"NY","1016","5th Ave","01","19.0","1"
"NY","E","Rutgers St","35","5.0","1"
"NY","1945","Amsterdam Ave","N","33.0","1"
"K","4418","18th Ave","40","66.0","1"
"NY","48","E 37th St","03","14.0","1"
"K","3752","Nostrand Ave","46","61.0","1"
"NY","952","5th Ave","26","19.0","1"
"K","126","Melrose St","18","90.0","1"
"Q","128-05","Liberty Ave","40","106.0","1"
"BX","292","E Burnside Ave","14","46.0","1"
"NY","218","E 9th St","04","9.0","1"
"NY","490","6th Ave","07","6.0","1"
"Q","177-30","Wexford Ter","14","107.0","1"
"NY","28","E 127th St","30","23.0","1"
"K","90","Smith St","05","84.0","1"
"K","3136","Shore Pkwy Svc Rd","46","61.0","1"
"NY","380","11th Ave","01","14.0","1"
"BX","1356","Walton Ave","25","44.0","1"
"Q","168-23","89th Ave","17","103.0","1"
"NY","551","2nd Ave","22","17.0","1"
"BX","2143","Starling Ave","01","43.0","1"
"Q","160-05","Northern Blvd","04-A","109.0","1"
"NY","37","W 39th St","03","14.0","1"
"K","893","Lexington Ave","11","81.0","1"
"NY","1086","Madison Ave","33","19.0","1"
"NY","1015","Madison Ave","33","19.0","1"
"NY","2165","Broadway","45","20.0","1"
"Q","30-38","44th St","24-A","114.0","1"
"BX","1990","Arthur Ave","27","48.0","1"
"BX","S","Maclay Ave","21","49.0","1"
"NY","1015","Madison Ave","56","19.0","1"
"Q","33-18","84th St","48-P","115.0","1"
"Q","N","38th Ave","M","114.0","1"
"NY","2255","Broadway","29","24.0","1"
"NY","120","E 41st St","16","17.0","1"
"NY","1787","Lexington Ave","C","23.0","1"
"Q","99-12","Northern Blvd","11","115.0","1"
"NY","257","W 88th St","19","24.0","1"
"NY","1562","3rd Ave","59","19.0","1"
"NY","224","8th Ave","14","13.0","1"
"NY","56","Beaver St","039","1.0","1"
"K","660","5th Ave","59","72.0","1"
"K","911","41st St","CC1","66.0","1"
"NY","315","W 112th St","04","28.0","1"
"K","717","Flatbush Ave","01","71.0","1"
"NY","109","Greene St","40","1.0","1"
"NY","59","W 8th St","69","6.0","1"
"NY","E","Greenwich St","040","1.0","1"
"NY","1388","Lexington Ave","04","19.0","1"
"K","117","Remsen St","Cons","84.0","1"
"Q","202-06","Hillside Ave","E","103.0","1"
"NY","62","White St","Q","1.0","1"
"NY","6","Spring St","M","5.0","1"
"NY","N","W 36th St","16","14.0","1"
"Q","W","107th Ave","M","103.0","1"
"NY","376","Amsterdam Ave","CC1","20.0","1"
"NY","969","Madison Ave","CC1","19.0","1"
"NY","2373","Broadway","43","20.0","1"
"NY","427","Fort Washington Ave","N","33.0","1"
"NY","270","W 126th St","A","32.0","1"
"K","S","Carroll St","F","71.0","1"
"K","274","Linden Blvd","F","67.0","1"
"BX","1580","Watson Ave","17","43.0","1"
"K","2380","Dean St","L","73.0","1"
"K","155","Columbia St","C1","76.0","1"
"NY","1450","3rd Ave","41","19.0","1"
"NY","1265","Broadway","02","14.0","1"
"K","270","Keap St","T","90.0","1"
"BX","S","Bryant Ave","17","48.0","1"
"BX","2727","Jerome Ave","52","52.0","1"
"NY","340","E 93rd St","A","19.0","1"
"NY","26","Thompson St","010","1.0","1"
"K","443","Bushwick Ave","S","90.0","1"
"K","240","Cozine Ave","T","75.0","1"
"NY","60","E 55th St","21","18.0","1"
"NY","657","Washington St","T","6.0","1"
"NY","11","Charlton St","051","1.0","1"
"NY","138","E 3rd St","C","9.0","1"
"BX","2535","Grand Concourse","56","52.0","1"
"NY","N","E 18th St","08","13.0","1"
"Q","38-09","32nd St","K","114.0","1"
"Q","N","37th Ave","H","114.0","1"
"Q","22-19","37th Ave","H","114.0","1"
"K","1410","Prospect Pl","B","77.0","1"
"Q","6806","Fresh Pond Rd","29","104.0","1"
"Q","71-24","Fresh Pond Rd","29","104.0","1"
"K","309","Atlantic Ave","19","84.0","1"
"Q","N","Leith Pl","O","115.0","1"
"NY","167","Elizabeth St","12","5.0","1"
"NY","566","W 125th St","37","28.0","1"
"Q","E","115th Ave","O","105.0","1"
"Q","38-05","65th St","41","110.0","1"
"BX","5530","Netherland Ave","W","50.0","1"
"NY","111","Washington Pl","23","6.0","1"
"NY","1440","3rd Ave","32","19.0","1"
"NY","135","Madison Ave","20","13.0","1"
"NY","153","W 13th St","01","13.0","1"
"NY","124","W 16th St","01","10.0","1"
"Q","64-42","108th St","07","112.0","1"
"NY","175","W 73rd St","26","20.0","1"
"NY","W","3rd Ave","56","19.0","1"
"K","169","Prospect Pl","19","77.0","1"
"NY","18","E 50th St","22","18.0","1"
"NY","15","E 36th St","22","14.0","1"
"Q","72-12","67th Pl","A","104.0","1"
"BX","2558","Olinville Ave","01","49.0","1"
"NY","8","Park Pl","061","1.0","1"
"NY","1016","Madison Ave","60","19.0","1"
"Q","21-47","42nd St","52-A","114.0","1"
"BX","2486","Tiebout Ave","19","50.0","1"
"K","124","Oxford St","N","61.0","1"
"K","1469","President St","C","71.0","1"
"BX","2239","Grand Concourse","67","52.0","1"
"NY","1406","1st Ave","T","19.0","1"
"Q","66-68","Thornton Pl","02","112.0","1"
"BX","2051","Williamsbridge Rd","08","49.0","1"
"NY","118","E 59th St","58","19.0","1"
"Q","32-09","36th Ave","32-A","114.0","1"
"K","194","Skillman St","B","79.0","1"
"K","276","Broadway","W","90.0","1"
"NY","240","Sullivan St","49","6.0","1"
"NY","526","9th Ave","08","10.0","1"
"Q","88-16","180th St","12","103.0","1"
"NY","236","W 73rd St","45","20.0","1"
"K","501","Nostrand Ave","Q","79.0","1"
"BX","1833","Hobart Ave","07","45.0","1"
"NY","N","E 58th St","08","19.0","1"
"NY","204","E 43rd St","19","17.0","1"
"K","2073","65th St","06","62.0","1"
"K","1139","Schenectady Ave","C","67.0","1"
"NY","119","E 27th St","27","13.0","1"
"NY","112","Park Ave","60","19.0","1"
"Q","63-12","Haring St","03","112.0","1"
"K","166","Washington Park","08","88.0","1"
"Q","34-19","109th St","22-A","115.0","1"
"Q","31-58","30th St","52-A","114.0","1"
"Q","30-09","30th Ave","31-A","114.0","1"
"R","3748","Hylan Blvd","08-A","122.0","1"
"NY","133","E 97th St","04","23.0","1"
"NY","1140","6th Ave","18","14.0","1"
"NY","61","E 86th St","C","19.0","1"
"NY","24","Spring St","48","5.0","1"
"NY","29","W 74th St","14","20.0","1"
"Q","62-01","Metropolitan Ave","K","104.0","1"
"NY","352","Park Ave South","99","13.0","1"
"K","234","Crescent St","SPCL","75.0","1"
"K","159","N 3rd St","15","94.0","1"
"Q","116-18","Liberty Ave","37","106.0","1"
"BX","2141","Bruckner Blvd","43","43.0","1"
"K","295","Butler St","C1","76.0","1"
"NY","N","W 51st St","28","18.0","1"
"BX","2899","3rd Ave","48","42.0","1"
"K","765","McDonald Ave","18","66.0","1"
"NY","61","Horatio St","A","6.0","1"
"BX","2403","Grand Concourse","44","46.0","1"
"NY","60","Elizabeth St","004","5.0","1"
"R","2766","Richmond Ter","02-A","121.0","1"
"Q","28-02","36th Ave","29-A","114.0","1"
"Q","112-31","75th Ave","07","112.0","1"
"NY","205","E 92nd St","63","19.0","1"
"NY","1735","York Ave","59","19.0","1"
"K","89","Garfield Pl","09","78.0","1"
"K","1275","51st St","S","66.0","1"
"K","622","E 3rd St","S","66.0","1"
"Q","70-45","65th Pl","29","104.0","1"
"K","S","N 4th St","SPCL","90.0","1"
"K","1178","E 96th St","T","69.0","1"
"K","W","Rockaway Pky","T","69.0","1"
"NY","134","E 26th St","01","13.0","1"
"Q","40-17","22nd St","CC2","114.0","1"
"NY","15","W 27th St","11A","13.0","1"
"Q","188-13","Jamaica Ave","18","103.0","1"
"Q","E","160th St","18","107.0","1"
